model,window_id,case_id,difficulty,letter,predicted_action,correct,error,repeats,letters,consistency,responses,result_1_action,result_1_ratio,result_aux_action,result_aux_ratio,result_real
fuzzy,case3000_w40675,3000,hard,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.8486,increase_opioid,0.1278,reduce_opioid
fuzzy,case3000_w40691,3000,hard,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.5813,reduce_hypnotic,0.1509,reduce_hypnotic
fuzzy,case3000_w40692,3000,hard,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.3902,increase_opioid,0.2075,no_action
fuzzy,case3022_w40827,3022,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.5606,reduce_hypnotic,0.2116,no_action
fuzzy,case3049_w41157,3049,easy,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.9612,increase_opioid,0.0309,reduce_opioid
fuzzy,case3353_w45809,3353,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",increase_opioid,0.521,increase_hypnotic,0.2272,increase_opioid
fuzzy,case3430_w46704,3430,medium,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",increase_opioid,0.4216,no_action,0.3111,reduce_opioid
fuzzy,case3536_w48242,3536,easy,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_opioid,0.6995,reduce_opioid,0.2794,increase_opioid
fuzzy,case3579_w48976,3579,hard,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.6524,reduce_hypnotic,0.1486,no_action
fuzzy,case3679_w49980,3679,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.4056,reduce_hypnotic,0.3469,reduce_opioid
fuzzy,case3679_w49991,3679,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.4998,increase_opioid,0.3299,reduce_opioid
fuzzy,case3679_w50004,3679,medium,d,reduce_opioid,0,False,3,"[""d"", ""d"", ""d""]",1.0,"[{""letter"": ""d"", ""raw"": ""reduce_opioid"", ""explanation"": """", ""error"": false}, {""letter"": ""d"", ""raw"": ""reduce_opioid"", ""explanation"": """", ""error"": false}, {""letter"": ""d"", ""raw"": ""reduce_opioid"", ""explanation"": """", ""error"": false}]",no_action,0.7286,reduce_opioid,0.1537,no_action
fuzzy,case3687_w50144,3687,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.487,increase_opioid,0.3977,increase_opioid
fuzzy,case3693_w50266,3693,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.8341,reduce_opioid,0.1485,no_action
fuzzy,case3732_w50817,3732,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_hypnotic,0.3196,no_action,0.2463,no_action
fuzzy,case3992_w54251,3992,hard,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.5249,increase_opioid,0.3521,increase_opioid
fuzzy,case3992_w54261,3992,hard,b,reduce_hypnotic,1,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.4497,reduce_hypnotic,0.2563,reduce_hypnotic
fuzzy,case4006_w54507,4006,medium,b,reduce_hypnotic,1,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_hypnotic,0.5245,reduce_opioid,0.2104,reduce_hypnotic
fuzzy,case4395_w60742,4395,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_hypnotic,0.5575,reduce_opioid,0.2132,reduce_opioid
fuzzy,case4399_w60843,4399,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_opioid,0.6119,reduce_hypnotic,0.182,increase_opioid
fuzzy,case4478_w61764,4478,hard,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.5098,increase_opioid,0.4306,increase_opioid
fuzzy,case4991_w68837,4991,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.7564,reduce_hypnotic,0.0957,increase_opioid
fuzzy,case5188_w71527,5188,hard,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.5123,reduce_hypnotic,0.3851,reduce_opioid
fuzzy,case5188_w71536,5188,hard,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_opioid,0.5223,reduce_opioid,0.2673,increase_opioid
fuzzy,case5323_w73688,5323,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.3572,increase_opioid,0.2823,reduce_opioid
fuzzy,case5323_w73689,5323,medium,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",increase_hypnotic,0.5916,increase_opioid,0.3299,increase_opioid
fuzzy,case5337_w73902,5337,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.2704,increase_hypnotic,0.2604,reduce_opioid
fuzzy,case5439_w75286,5439,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.5242,increase_opioid,0.1947,no_action
fuzzy,case5607_w77594,5607,hard,b,reduce_hypnotic,1,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.6957,reduce_opioid,0.1204,reduce_hypnotic
fuzzy,case5615_w77783,5615,medium,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",increase_opioid,0.7893,reduce_opioid,0.1812,increase_opioid
fuzzy,case5615_w77788,5615,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.5477,increase_opioid,0.1796,increase_opioid
fuzzy,case5621_w77930,5621,hard,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.6457,increase_opioid,0.1371,no_action
fuzzy,case5621_w77937,5621,hard,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.5592,reduce_opioid,0.2046,no_action
fuzzy,case5687_w79062,5687,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",increase_opioid,0.6069,reduce_opioid,0.295,reduce_opioid
fuzzy,case5687_w79102,5687,medium,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.7681,reduce_opioid,0.1528,no_action
fuzzy,case569_w7779,569,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_opioid,0.6388,increase_hypnotic,0.1935,increase_opioid
fuzzy,case5741_w79863,5741,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",increase_opioid,0.8356,reduce_opioid,0.088,increase_opioid
fuzzy,case574_w7887,574,medium,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.4058,increase_opioid,0.3795,no_action
fuzzy,case574_w7890,574,medium,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",no_action,0.7922,reduce_hypnotic,0.0748,no_action
fuzzy,case5775_w80334,5775,easy,a,increase_hypnotic,0,False,3,"[""a"", ""a"", ""a""]",1.0,"[{""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""a"", ""raw"": ""increase_hypnotic"", ""explanation"": """", ""error"": false}]",increase_hypnotic,0.7434,reduce_opioid,0.1091,increase_opioid
fuzzy,case5775_w80341,5775,easy,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_hypnotic,0.5546,reduce_opioid,0.2162,reduce_opioid
fuzzy,case5777_w80390,5777,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.5424,reduce_opioid,0.171,no_action
fuzzy,case5866_w82011,5866,hard,b,reduce_hypnotic,0,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",increase_opioid,0.3199,reduce_hypnotic,0.2045,increase_hypnotic
fuzzy,case5990_w83748,5990,medium,b,reduce_hypnotic,1,False,3,"[""b"", ""b"", ""b""]",1.0,"[{""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}, {""letter"": ""b"", ""raw"": ""reduce_hypnotic"", ""explanation"": """", ""error"": false}]",reduce_opioid,0.7641,reduce_hypnotic,0.1006,reduce_hypnotic
fuzzy,case6069_w85021,6069,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",reduce_hypnotic,0.2951,no_action,0.2393,reduce_hypnotic
fuzzy,case6069_w85082,6069,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.7269,reduce_hypnotic,0.1228,no_action
fuzzy,case6069_w85101,6069,medium,e,no_action,1,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.5712,reduce_opioid,0.1464,no_action
fuzzy,case6069_w85103,6069,medium,e,no_action,0,False,3,"[""e"", ""e"", ""e""]",1.0,"[{""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}, {""letter"": ""e"", ""raw"": ""no_action"", ""explanation"": """", ""error"": false}]",no_action,0.4729,increase_opioid,0.2763,increase_opioid
